,y,x,hr,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,transaction,positionSwitch,tradecosts,hr_memory,invest_memory,spreadmemory,spread pct ch,port rets,cum rets
2019-08-15 13:40:00,60.089087819999996,60.06,-0.985,0.9299878199999938,0.2961035828951871,False,False,0.0,False,False,0.0,0.0,False,False,0.0,-0.986,117.90361513,0.8699278199999938,-0.0005237479778031883,-0.0,0.9931192933140371
2019-08-15 13:45:00,60.13868299000001,60.104,-0.985,0.9362429900000109,-1.8929842197940265,False,False,0.0,False,True,0.0,0.0,False,False,0.0,-0.986,117.90361513,0.8761389900000083,5.268006407747606e-05,0.0,0.9931192933140371
2019-08-15 13:50:00,60.139895890000005,60.124,-0.985,0.9177558900000022,-1.4744609392348171,False,False,0.0,False,False,0.0,0.0,False,False,0.0,-0.986,117.90361513,0.8576318900000004,-0.00015696804529362424,-0.0,0.9931192933140371
2019-08-15 13:55:00,60.22525416,60.184400000000004,-0.985,0.9436201599999947,-1.8081231348106193,False,False,0.0,False,False,0.0,0.0,False,False,0.0,-0.986,117.90361513,0.8834357599999976,0.0002188556302666881,0.0,0.9931192933140371
2019-08-15 14:00:00,60.3310201,60.2965,-0.985,0.9389676000000051,-0.9022048810168075,False,False,0.0,False,False,0.0,0.0,False,False,0.0,-0.986,117.90361513,0.8786711000000054,-4.041148352184716e-05,-0.0,0.9931192933140371
2019-08-15 14:05:00,60.38479040048001,60.362,-0.985,0.9282204004800079,-1.0242441136921774,False,False,0.0,False,False,0.0,0.0,False,False,0.0,-0.986,117.90361513,0.867858400480003,-9.170795575759383e-05,-0.0,0.9931192933140371
2019-08-15 14:10:00,60.41496658734,60.37700000000001,-0.985,0.9436215873399902,-1.3090209025227115,False,False,0.0,False,False,0.0,0.0,False,False,0.0,-0.986,117.90361513,0.8832445873399877,0.00013049800757186262,0.0,0.9931192933140371
2019-08-15 14:15:00,60.46488991,60.411,-0.985,0.9600549099999967,-0.9037369655157257,False,False,0.0,False,False,0.0,0.0,False,False,0.0,-0.986,117.90361513,0.8996439099999947,0.0001390909230554565,0.0,0.9931192933140371
2019-08-15 14:20:00,60.438941920000005,60.34400000000001,-0.985,1.0001019199999988,-0.32508048657333477,False,False,0.0,False,False,0.0,0.0,False,False,0.0,-0.986,117.90361513,0.9397579199999981,0.00034022714193940486,0.0,0.9931192933140371
2019-08-15 14:25:00,60.36929069,60.25,-0.985,1.023040690000002,0.9414223654653175,False,True,0.0,False,False,0.0,0.0,False,False,0.0,-0.986,117.90361513,0.9627906899999985,0.00019535253414074317,0.0,0.9931192933140371
